"RENT","OMB13CBSA","CB","COSTBURDEN","HHPOC","MHINCP","HHGRAD","HHSPAN_new","HHMAR_NEW","HHRACEALL","HHSEX_NEW","HHAGE","HINCP","UTILAMT","HHIMMIGRANT","HSHLDTYPE","RATINGHS","RATINGNH","HUDSUB","BLD","LOTSIZE","UPKEEP","ADEQUACY","NUMPEOPLE","TOTROOMS","CROWD","UNIT_SIZE_NEW","RENTSUB_NEW","FS","RENTCNTRL","NHQSCHOOL","NHQPCRIME","NHQSCRIME","NEARBARCL","NEARABAND","WEIGHT"
700,1,0.258947368421053,0,0,3166.66666666667,10,1,0,"2",0,35,38000,120,0,2,6,5,3,3,2,1,1,2,6,0.333333333333333,3,1,0,0,0,0,0,1,0,521.88827645
1700,1,0.178125,0,0,10666.6666666667,15,1,1,"2",1,46,128000,200,0,1,7,8,3,2,3,1,1,3,7,0.428571428571429,4,0,0,0,1,0,0,0,0,469.79637827
1100,1,0.195652173913043,0,0,7666.66666666667,10,1,1,"2",0,54,92000,400,1,1,9,8,3,3,2,1,1,4,5,0.8,-1,0,0,0,1,0,0,0,0,521.88827645
940,1,0.247128712871287,0,1,4208.33333333333,11,0,0,"3",0,62,50500,100,0,4,8,10,3,7,1,1,1,1,4,0.25,2,1,0,0,1,0,1,0,0,645.15154251
1400,1,0.458536585365854,1,0,4100,11,0,1,"2",1,44,49200,480,0,1,7,7,3,2,3,1,1,4,8,0.5,4,1,1,0,1,0,0,1,1,559.38202908
1400,1,0.192,0,0,8333.33333333333,16,0,1,"2",0,63,100000,200,0,1,9,9,3,2,5,1,1,2,8,0.25,6,0,0,0,1,0,0,0,0,503.5477193
1400,1,0.176,0,0,8750,16,0,1,"2",1,45,105000,140,1,1,9,9,3,5,1,1,1,3,5,0.6,4,0,0,0,1,0,0,0,0,503.5477193
1200,1,0.550537634408602,1,0,2325,15,0,0,"2",1,75,27900,80,0,6,10,10,3,6,1,1,1,1,4,0.25,4,0,0,0,1,0,0,0,0,479.83548147
1000,4,0.457777777777778,1,1,2250,15,0,1,"3",1,24,27000,30,1,1,6,8,3,8,1,1,1,2,4,0.5,3,0,0,0,1,1,0,0,0,702.46620139
790,4,0.378181818181818,1,0,2750,15,0,0,"2",0,46,33000,250,0,4,6,7,3,7,1,1,1,1,4,0.25,-1,0,0,0,1,0,0,0,0,867.69606613
1400,5,0.333913043478261,1,0,4791.66666666667,15,0,1,"2",1,46,57500,200,0,1,7,8,3,3,4,1,1,3,5,0.6,5,1,0,0,1,1,0,0,0,240.54445879
500,5,0.18,0,0,3666.66666666667,11,1,1,"2",1,25,44000,160,0,1,8,8,3,1,6,2,2,3,5,0.6,3,0,0,0,1,1,0,0,0,191.19236494
1500,5,0.286153846153846,0,0,6500,15,0,1,"2",0,45,78000,360,0,1,9,10,3,2,3,1,1,2,7,0.285714285714286,6,0,0,0,1,0,0,0,0,249.44741316
800,5,0.36169014084507,1,0,2958.33333333333,4,1,1,"2",1,27,35500,270,1,1,10,10,3,2,3,1,1,7,6,1.16666666666667,-1,0,0,0,1,0,0,0,0,199.26331651
1000,5,0.416666666666667,1,0,3000,12,0,0,"2",0,22,36000,250,0,2,7,7,3,2,3,1,1,3,6,0.5,5,0,0,0,1,0,0,0,0,233.55810293
750,5,0.222680412371134,0,0,4041.66666666667,11,0,0,"2",1,27,48500,150,0,7,7,7,2,9,1,1,1,2,5,0.4,3,0,0,0,1,1,0,0,0,209.80748564
250,5,0.170242214532872,0,0,2408.33333333333,10,0,0,"2",1,33,28900,160,0,3,6,6,3,2,3,1,1,2,5,0.4,4,1,1,0,0,1,0,1,0,234.13870289
570,5,0.229411764705882,0,0,2833.33333333333,15,0,0,"2",0,37,34000,80,0,4,7,8,3,7,1,1,1,1,3,0.333333333333333,-1,0,0,0,1,0,0,0,0,233.55810293
600,5,0.36,1,0,2250,5,1,1,"2",0,38,27000,210,0,1,6,6,3,2,3,1,1,4,5,0.8,4,0,0,0,1,1,0,0,0,217.52049389
750,5,0.3525,1,0,2666.66666666667,11,0,0,"2",0,22,32000,190,0,5,7,5,3,2,3,1,1,2,4,0.5,5,0,0,0,1,0,0,0,0,239.1328129
600,5,0.222769230769231,0,0,3250,5,1,0,"2",0,55,39000,124,1,5,10,10,3,2,3,1,1,2,7,0.285714285714286,-1,0,0,0,-1,0,0,-1,0,216.98110254
600,5,0.444,1,0,1666.66666666667,10,0,0,"2",1,19,20000,140,0,7,7,7,3,7,1,1,1,2,3,0.666666666666667,2,0,0,0,1,0,0,0,0,243.21717499
890,5,0.167292225201072,0,1,6216.66666666667,11,0,0,"4",1,26,74600,150,0,7,7,2,3,6,1,1,1,2,5,0.4,4,0,0,0,0,1,1,0,0,239.60900811
570,5,0.989010989010989,1,1,758.333333333333,10,0,1,"4",1,56,9100,180,0,3,8,8,3,6,1,1,1,3,5,0.6,-1,0,1,0,1,0,0,0,0,234.13870289
500,5,0.128333333333333,0,0,6000,10,1,0,"2",0,32,72000,270,0,4,7,8,3,2,3,1,1,1,5,0.2,4,0,0,0,1,0,0,0,0,222.16014236
1000,5,0.447826086956522,1,0,2300,10,0,0,"2",1,80,27600,30,1,6,8,5,3,5,1,1,1,1,3,0.333333333333333,-1,0,0,0,-1,-1,-1,0,0,213.95483872
1200,5,0.216315789473684,0,0,6333.33333333333,16,0,0,"2",0,26,76000,170,0,4,5,5,3,2,3,1,1,1,4,0.25,4,0,0,0,-1,0,0,0,0,239.1328129
700,5,0.213729128014842,0,0,4491.66666666667,3,1,1,"2",0,48,53900,260,1,5,10,10,3,2,3,1,1,2,3,0.666666666666667,-1,0,0,0,-1,0,0,0,0,217.52049389
1000,5,0.19097065462754,0,1,7383.33333333333,11,1,1,"3",0,34,88600,410,0,1,10,10,3,2,3,1,1,7,8,0.875,8,1,0,0,1,0,0,0,0,234.3175728
950,5,0.193074626865672,0,0,5583.33333333333,13,0,1,"2",0,26,67000,128,0,1,10,10,3,2,3,1,1,4,5,0.8,4,0,0,0,1,0,0,0,0,239.1328129
900,5,0.218947368421053,0,0,4750,16,0,1,"2",0,30,57000,140,0,1,7,7,3,3,3,1,1,2,4,0.5,4,0,0,0,1,0,0,0,0,243.21717499
770,5,0.318620689655172,1,0,2416.66666666667,10,1,0,"2",1,29,29000,0,1,3,9,9,3,5,1,1,1,3,6,0.5,-1,0,0,0,1,0,0,0,0,217.52049389
670,5,0.320833333333333,1,0,2400,10,1,1,"2",1,23,28800,100,0,1,7,7,3,6,1,1,1,3,3,1,-1,0,0,0,-1,0,0,0,0,217.52049389
750,5,0.133183856502242,0,1,7433.33333333333,11,0,0,"4",1,20,89200,240,0,7,8,8,3,2,3,1,1,4,7,0.571428571428571,-1,0,0,0,0,1,0,1,0,222.16014236
850,5,0.162446728503384,0,1,6648.33333333333,10,0,0,"3",0,40,79780,230,0,2,7,8,3,6,1,1,1,3,6,0.5,4,0,0,0,1,0,0,0,0,242.80456948
680,5,0.267428571428571,0,1,2916.66666666667,18,0,0,"3",0,38,35000,100,0,2,7,9,2,8,1,1,1,2,5,0.4,4,0,0,0,1,0,0,0,0,223.52534591
3700,5,0.58421052631579,1,0,6333.33333333333,10,1,0,"2",0,57,76000,0,1,4,2,2,3,2,3,3,3,1,5,0.2,3,0,0,0,1,1,0,1,1,217.52049389
800,5,0.158983050847458,0,1,5900,10,0,1,"3",0,42,70800,138,0,1,8,8,3,2,3,1,1,2,6,0.333333333333333,5,0,0,0,1,0,0,0,0,242.20248054
600,5,0.224,0,0,3750,11,1,0,"2",1,34,45000,240,0,3,10,8,3,2,3,1,1,4,5,0.8,-1,0,0,0,1,0,1,0,0,217.52049389
650,5,0.159272727272727,0,0,4583.33333333333,15,1,0,"2",0,41,55000,80,0,4,8,8,3,8,1,1,1,1,3,0.333333333333333,3,0,0,0,-1,0,0,0,0,216.98110254
700,5,0.237551020408163,0,1,4083.33333333333,10,0,0,"3",1,48,49000,270,0,3,6,6,3,2,3,1,1,2,5,0.4,4,0,0,0,0,1,0,0,0,242.80456948
650,5,0.310344827586207,1,0,2416.66666666667,15,0,0,"2",0,29,29000,100,0,4,7,9,3,6,1,1,1,1,3,0.333333333333333,2,0,0,0,1,0,0,0,0,243.21717499
450,5,0.432558139534884,1,0,1433.33333333333,12,0,0,"2",1,64,17200,170,0,6,7,7,3,2,3,1,1,1,6,0.166666666666667,3,0,0,0,0,0,0,0,0,239.1328129
450,5,0.13,0,0,4000,9,0,0,"2",0,28,48000,70,0,4,10,10,3,6,1,1,1,1,2,0.5,2,0,0,0,1,0,0,0,0,233.55810293
270,5,0.202247191011236,0,0,1483.33333333333,14,0,0,"2",1,63,17800,30,0,3,9,9,2,5,1,2,2,2,4,0.5,-1,1,1,0,1,-1,-1,0,0,192.19768524
1100,5,0.293525179856115,0,0,4633.33333333333,5,1,1,"2",1,31,55600,260,1,1,10,9,3,2,3,1,1,2,6,0.333333333333333,6,0,0,0,1,0,0,0,0,216.98110254
400,5,0.183529411764706,0,0,2833.33333333333,12,1,0,"2",1,51,34000,120,1,3,5,6,3,2,2,1,1,2,4,0.5,-1,0,0,0,1,0,0,0,0,217.52049389
300,5,0.0767441860465116,0,0,5733.33333333333,10,0,1,"2",1,44,68800,140,0,1,6,6,3,2,3,1,1,3,5,0.6,4,0,0,0,1,1,0,0,0,239.1328129
850,5,0.263955637707948,0,1,4508.33333333333,11,0,0,"3",0,44,54100,340,0,2,-9,-9,3,2,3,1,1,2,6,0.333333333333333,4,0,-1,0,-1,-1,-1,-1,-1,247.98351989
350,5,0.283333333333333,0,0,1800,4,1,1,"2",0,36,21600,160,1,4,5,5,3,2,3,1,1,1,3,0.333333333333333,-1,0,0,0,-1,0,0,1,1,217.52049389
720,5,0.441818181818182,1,0,1833.33333333333,12,0,0,"2",0,39,22000,90,0,4,6,8,3,8,1,1,1,1,5,0.2,2,0,0,0,1,0,0,0,0,243.21717499
450,5,0.734117647058824,1,1,708.333333333333,11,0,0,"3",1,55,8500,70,0,6,4,4,2,6,1,1,1,1,3,0.333333333333333,-1,0,1,0,-1,1,0,0,0,217.57281302
800,5,0.2616,0,0,4166.66666666667,9,0,0,"2",0,41,50000,290,0,2,10,10,3,2,3,1,1,3,6,0.5,6,1,-1,0,0,0,0,0,0,233.55810293
630,5,0.596363636363636,1,0,1375,11,0,0,"2",0,67,16500,190,0,4,8,9,3,8,1,1,1,1,5,0.2,3,0,0,0,-1,0,0,0,0,219.0616458
980,5,0.820645161290323,1,0,1291.66666666667,10,0,1,"2",0,56,15500,80,0,1,7,8,3,6,1,1,1,2,4,0.5,2,1,0,0,1,0,0,0,0,243.21717499
850,5,0.1332,0,1,8333.33333333333,11,0,1,"3",1,33,100000,260,0,1,7,9,3,2,3,1,1,5,6,0.833333333333333,-1,0,0,0,1,0,0,0,0,248.47733988
800,5,0.305916305916306,1,1,3465,11,0,0,"3",1,35,41580,260,0,3,7,7,3,2,3,1,1,3,6,0.5,4,0,0,0,1,0,0,0,0,248.47733988
460,5,0.342857142857143,1,1,1516.66666666667,9,0,0,"5",1,66,18200,60,1,6,6,5,3,6,1,1,1,1,4,0.25,-1,0,0,0,-1,1,0,1,0,219.49787245
650,5,0.182142857142857,0,0,4666.66666666667,12,0,1,"2",0,26,56000,200,0,1,6,6,3,2,3,1,1,2,5,0.4,-1,0,0,0,0,0,0,0,0,234.13870289
880,5,0.08832,0,1,10416.6666666667,15,0,0,"7",1,28,125000,40,0,3,10,8,3,7,1,1,1,2,4,0.5,4,0,0,0,0,0,0,0,0,242.20248054
750,5,0.0333704115684093,0,0,22475,14,0,0,"2",1,55,269700,0,0,3,5,9,3,2,3,2,2,3,5,0.6,4,1,1,0,1,1,1,1,1,233.55810293
1200,2,0.534579439252336,1,0,2675,11,0,1,"2",0,51,32100,230,0,1,7,7,3,2,6,1,1,3,6,0.5,-1,0,0,0,1,0,0,0,0,211.34000923
500,2,0.4875,1,0,1600,10,0,1,"2",1,29,19200,280,0,1,8,10,3,1,6,1,1,8,5,1.6,-1,0,0,0,1,0,0,0,0,206.95553769
450,2,0.1488,0,0,4166.66666666667,10,0,1,"2",0,26,50000,170,0,1,7,10,3,1,8,1,1,3,4,0.75,-1,0,0,0,1,0,0,0,0,213.71872794
1300,3,0.304137931034483,1,0,4833.33333333333,10,0,0,"2",1,42,58000,170,0,6,7,7,3,2,2,1,1,1,7,0.142857142857143,5,0,0,0,0,0,0,0,0,408.0365172
930,3,0.2376,0,0,4166.66666666667,11,1,0,"2",1,50,50000,60,0,6,7,8,3,6,1,1,1,1,5,0.2,4,0,0,0,1,0,0,0,0,368.41181141
1700,3,0.437362637362637,1,0,4550,14,1,1,"2",0,51,54600,290,0,1,9,10,3,2,3,1,1,2,8,0.25,8,0,0,0,1,0,0,0,0,368.41181141
480,3,0.0971428571428571,0,1,7000,7,0,1,"3",0,78,84000,200,0,1,10,8,3,6,1,1,1,2,5,0.4,4,0,0,0,1,0,0,0,0,463.59803505
1200,10,0.293793103448276,0,0,4833.33333333333,13,0,0,"2",1,37,58000,220,0,7,8,8,3,2,3,1,1,2,5,0.4,3,0,0,0,-1,0,0,0,0,751.34517653
200,3,0.085,0,1,4000,10,0,0,"3",0,33,48000,140,0,2,7,6,3,2,3,1,1,3,5,0.6,5,1,0,0,1,1,1,1,1,485.53837185
700,3,0.6832,1,0,1250,10,1,1,"2",0,63,15000,154,1,1,8,8,3,6,1,1,1,2,4,0.5,2,1,1,0,0,0,0,0,0,352.49335299
600,3,0.121518987341772,0,0,6583.33333333333,10,0,0,"2",0,31,79000,200,0,5,9,8,3,3,2,1,1,3,5,0.6,-1,0,0,0,1,0,0,0,0,408.0365172
840,3,0.199322033898305,0,1,4916.66666666667,11,1,0,"3",1,29,59000,140,1,7,5,5,3,6,1,1,1,2,5,0.4,-1,0,0,0,0,1,1,0,0,438.65447299
1100,10,0.5712,1,0,2083.33333333333,13,1,0,"2",1,61,25000,90,0,6,10,10,3,6,1,1,1,1,3,0.333333333333333,2,0,0,0,1,0,0,0,0,773.74219635
1200,3,0.132765957446809,0,1,9791.66666666667,15,0,1,"3",0,30,117500,100,0,1,7,9,3,2,3,1,1,4,5,0.8,4,0,1,0,0,0,0,0,0,514.56873548
700,3,0.198326359832636,0,0,3983.33333333333,10,1,0,"2",0,36,47800,90,0,2,10,10,3,9,1,1,1,3,4,0.75,-1,-1,0,0,1,0,0,0,0,331.91871189
1500,3,0.190197628458498,0,0,8433.33333333333,4,1,0,"2",1,49,101200,104,1,7,10,10,3,1,6,2,2,5,7,0.714285714285714,5,0,0,0,1,1,1,1,0,315.34713275
730,10,0.334426229508197,1,0,2541.66666666667,10,0,0,"2",0,71,30500,120,0,4,-9,-9,3,1,6,1,1,1,4,0.25,3,0,0,0,-1,-1,-1,0,0,660.47063877
1300,3,0.218313253012048,0,0,6916.66666666667,12,0,1,"2",1,44,83000,210,0,1,8,9,3,2,2,1,1,3,6,0.5,5,0,0,0,-1,0,0,0,0,407.78809314
800,3,0.291428571428571,0,0,2916.66666666667,12,0,1,"2",0,55,35000,50,0,4,10,10,3,7,1,1,2,1,4,0.25,4,0,0,0,1,0,0,0,0,408.0365172
880,3,0.16020942408377,0,1,6366.66666666667,10,0,0,"3",1,68,76400,140,0,6,7,7,3,5,1,1,1,1,5,0.2,4,0,0,0,-1,-1,-1,0,0,463.59803505
1200,3,0.216,0,1,5833.33333333333,10,1,0,"3",0,37,70000,60,0,5,8,8,3,5,1,1,1,2,4,0.5,4,0,0,0,-1,0,0,0,0,434.49722465
800,3,0.677037037037037,1,1,1350,4,0,0,"3",1,80,16200,114,0,6,5,5,3,2,3,1,1,1,6,0.166666666666667,-1,0,0,0,1,0,0,1,0,433.29750988
1000,3,0.3264,1,0,4166.66666666667,10,0,1,"2",0,23,50000,360,0,1,5,6,3,2,3,1,1,6,7,0.857142857142857,-1,0,1,0,1,0,0,1,0,396.7021695
780,3,0.306666666666667,1,0,3000,11,0,0,"2",0,40,36000,140,0,2,1,1,3,3,2,1,1,5,5,1,4,0,0,0,-1,1,0,0,0,408.0365172
500,3,0.0811926605504587,0,0,7266.66666666667,17,1,0,"2",0,45,87200,90,1,5,7,6,3,5,1,1,1,3,4,0.75,-1,0,0,0,1,1,1,1,0,352.49335299
1100,3,0.237403400309119,0,0,5391.66666666667,15,1,1,"2",0,59,64700,180,0,1,9,7,3,2,2,1,1,5,6,0.833333333333333,-1,0,0,0,1,0,0,0,0,358.39635172
900,10,0.684705882352941,1,0,1416.66666666667,10,0,0,"2",1,70,17000,70,0,3,10,10,3,8,1,1,1,2,4,0.5,4,0,1,0,-1,0,0,0,0,762.44806784
530,3,0.111578947368421,0,0,4750,12,0,0,"2",0,70,57000,0,0,5,8,8,3,2,3,1,1,3,6,0.5,4,0,-1,0,1,1,0,-1,0,367.39456881
1300,3,0.406736842105263,1,0,3958.33333333333,11,0,1,"2",1,30,47500,310,0,1,7,9,3,2,2,1,1,6,5,1.2,5,0,1,0,1,0,0,0,0,400.38463689
880,10,0.593856655290102,1,0,2441.66666666667,7,1,0,"2",0,52,29300,570,0,2,10,10,3,2,3,2,2,5,7,0.714285714285714,-1,0,0,0,1,0,0,0,0,723.38147989
1000,3,0.266915887850467,0,0,4458.33333333333,18,0,0,"2",1,80,53500,190,0,6,8,8,3,2,3,1,1,1,6,0.166666666666667,-1,0,0,0,-1,0,0,1,0,343.59103974
650,3,0.336,1,0,2083.33333333333,10,0,0,"2",1,38,25000,50,0,6,2,2,3,7,1,1,1,1,3,0.333333333333333,-1,0,0,0,0,1,1,1,1,381.36746378
1000,3,0.452,1,1,2500,15,0,0,"3",0,48,30000,130,1,2,9,9,3,7,1,1,1,3,4,0.75,4,0,0,0,1,0,0,0,0,463.31578358
900,3,0.151937984496124,0,1,6450,9,0,0,"3",1,29,77400,80,0,3,3,5,3,9,1,1,1,3,4,0.75,4,0,0,0,-1,1,1,1,0,492.03533334
850,10,0.109090909090909,0,1,8250,11,0,1,"5",0,34,99000,50,1,1,-9,-9,3,3,2,1,1,4,4,1,-1,0,0,0,1,0,0,0,0,661.63854772
2700,3,0.285245901639344,0,1,10166.6666666667,10,0,0,"7",0,47,122000,200,0,5,9,10,3,2,4,1,1,2,9,0.222222222222222,-1,0,0,0,1,0,0,0,0,408.0365172
1400,3,0.2152,0,1,7500,11,0,1,"3",0,57,90000,214,0,1,7,8,3,2,2,1,1,4,5,0.8,6,0,0,0,1,1,0,0,0,515.62102329
900,3,0.200571428571429,0,0,5833.33333333333,10,1,1,"2",0,36,70000,270,1,1,7,6,3,2,2,1,1,2,5,0.4,-1,0,0,0,1,0,0,1,0,352.49335299
550,3,0.222352941176471,0,0,2833.33333333333,15,1,0,"2",0,23,34000,80,1,5,6,6,3,5,1,1,1,2,4,0.5,2,0,0,0,-1,1,1,0,0,358.39635172
160,10,0.175438596491228,0,0,1425,12,0,0,"2",0,67,17100,90,0,4,4,6,1,8,1,1,1,1,3,0.333333333333333,-1,1,1,0,1,1,1,0,0,631.51820876
750,3,0.341772151898734,1,1,2633.33333333333,9,1,1,"4",1,22,31600,150,0,1,10,6,3,7,1,1,1,5,5,1,4,0,1,0,1,1,1,1,1,347.83893981
680,10,0.741818181818182,1,0,916.666666666667,12,0,0,"2",1,80,11000,0,0,6,10,10,3,9,1,1,1,1,3,0.333333333333333,3,0,0,0,-1,0,0,0,0,620.82553018
800,3,0.0830909090909091,0,1,11000,15,0,0,"5",1,29,132000,114,1,7,8,7,3,6,1,1,1,2,4,0.5,3,0,0,0,1,0,0,0,0,407.78809314
900,3,0.531506849315069,1,0,1825,5,1,0,"2",0,59,21900,70,1,5,10,10,2,6,1,1,1,2,6,0.333333333333333,-1,1,1,0,1,0,0,0,0,255.46813973
1000,10,0.287454545454545,0,0,3666.66666666667,15,0,0,"2",0,24,44000,54,0,5,8,8,3,6,1,1,1,2,4,0.5,3,0,0,0,1,0,0,0,0,613.55128988
1700,10,0.7576,1,0,2500,16,0,1,"2",1,30,30000,194,1,1,10,10,3,2,4,1,1,4,6,0.666666666666667,5,0,0,0,1,0,0,0,0,647.51342793
650,3,0.659130434782609,1,0,1150,7,0,0,"2",1,63,13800,108,0,3,7,9,3,1,3,1,1,2,4,0.5,-1,0,1,0,1,1,1,1,1,387.42861229
740,3,0.210666666666667,0,0,3750,10,0,0,"2",0,57,45000,50,0,4,8,8,3,7,1,1,1,1,5,0.2,3,-1,0,0,0,0,0,0,0,385.01636915
800,3,0.455,1,0,2000,15,1,0,"2",0,24,24000,110,1,5,6,4,3,5,1,1,1,2,4,0.5,2,0,0,0,0,0,0,0,0,358.39635172
550,3,0.265178959571077,0,0,2300.33333333333,12,0,0,"2",1,79,27604,60,0,6,8,9,3,9,1,1,1,1,3,0.333333333333333,-1,-1,0,0,1,0,0,0,0,360.72446328
900,10,0.507475437847074,1,0,1950.83333333333,11,0,0,"2",1,26,23410,90,0,3,2,2,3,7,1,1,1,3,3,1,3,0,1,0,1,1,0,0,0,701.25549809
1500,3,0.145263157894737,0,0,11083.3333333333,10,1,0,"2",1,63,133000,110,0,3,10,10,3,5,1,1,1,2,5,0.4,5,0,0,0,1,0,0,0,0,369.39010484
150,10,0.270462633451957,0,0,702.5,10,0,0,"2",1,79,8430,40,0,6,10,8,1,9,1,1,1,1,3,0.333333333333333,2,1,1,0,-1,1,-1,0,0,631.51820876
1500,3,0.298285714285714,0,0,5833.33333333333,16,0,0,"2",0,35,70000,240,0,4,7,8,3,2,3,1,1,1,6,0.166666666666667,6,0,0,0,1,1,0,0,0,407.78809314
1000,3,0.921854304635762,1,1,1258.33333333333,10,0,0,"3",1,79,15100,160,0,3,8,8,3,5,1,1,1,4,5,0.8,5,0,1,0,1,0,0,0,0,463.31578358
1000,3,0.205015673981191,0,0,5316.66666666667,9,1,0,"2",1,26,63800,90,1,3,10,5,3,5,1,1,1,4,5,0.8,4,0,0,0,1,1,0,0,0,352.49335299
1100,3,0.439024390243902,1,1,2733.33333333333,10,0,1,"4",0,49,32800,100,0,1,8,8,3,6,1,1,1,3,5,0.6,3,0,1,0,-1,1,1,1,0,396.7021695
1600,3,0.528,1,1,3333.33333333333,13,0,1,"3",1,38,40000,160,0,1,9,9,2,2,2,1,1,3,8,0.375,8,1,0,0,1,0,0,0,0,357.32987335
1400,3,0.119072164948454,0,0,12933.3333333333,11,1,0,"2",1,50,155200,140,0,7,9,9,3,9,1,1,1,5,6,0.833333333333333,3,0,0,0,1,0,0,0,0,358.39635172
2700,3,0.303103448275862,1,0,9666.66666666667,15,0,1,"2",0,42,116000,230,0,1,9,9,3,2,2,1,1,2,7,0.285714285714286,6,0,0,0,0,0,0,0,0,408.8709477
1300,3,0.298947368421053,0,1,4750,10,0,0,"3",1,65,57000,120,0,6,10,10,3,2,2,1,1,1,7,0.142857142857143,6,0,0,0,1,0,0,0,0,463.59803505
750,3,0.338571428571429,1,0,2333.33333333333,11,1,0,"2",0,34,28000,40,1,5,8,8,3,6,1,1,1,2,4,0.5,-1,0,0,0,-1,0,0,0,1,347.83893981
650,3,0.125142857142857,0,1,5833.33333333333,14,0,0,"5",1,34,70000,80,0,6,8,8,3,5,1,1,1,1,4,0.25,5,1,0,0,-1,0,0,0,0,408.8709477
1000,10,0.317037037037037,1,1,3375,11,0,0,"3",1,42,40500,70,0,3,8,8,3,9,1,1,1,2,4,0.5,3,0,0,0,1,0,0,0,0,861.05784804
1200,3,0.501818181818182,1,0,2750,10,0,0,"2",1,24,33000,180,0,3,9,9,3,2,3,1,1,5,6,0.833333333333333,4,0,1,0,1,0,0,0,0,400.38463689
700,3,0.233684210526316,0,0,3166.66666666667,11,1,1,"2",0,48,38000,40,1,1,7,5,3,5,1,1,1,2,4,0.5,-1,0,0,0,1,1,0,1,0,347.83893981
520,3,0.490510948905109,1,1,1141.66666666667,10,0,0,"3",0,49,13700,40,0,4,9,8,3,6,1,1,1,1,2,0.5,-1,0,1,0,1,0,0,0,0,485.53837185
1600,10,0.436363636363636,1,0,4583.33333333333,11,0,1,"2",0,62,55000,400,0,1,7,7,3,2,2,1,1,2,8,0.25,7,0,0,0,0,0,0,1,0,711.61819665
1100,3,0.492,1,1,2500,11,0,1,"5",1,33,30000,130,1,1,10,10,3,9,1,1,1,4,4,1,4,0,0,0,1,0,0,0,0,408.0365172
850,3,0.625806451612903,1,0,1550,7,0,0,"2",0,19,18600,120,0,2,8,8,3,6,1,1,1,2,4,0.5,-1,1,0,0,1,0,0,0,0,408.0365172
800,10,0.518181818181818,1,0,1833.33333333333,14,0,0,"2",1,20,22000,150,0,7,5,6,3,2,2,1,1,2,4,0.5,3,0,0,0,1,1,0,0,0,613.55128988
1200,3,0.131335504885993,0,0,12791.6666666667,10,0,1,"2",0,46,153500,480,0,1,10,8,3,2,3,1,1,5,9,0.555555555555556,8,1,0,0,1,0,0,0,0,407.78809314
1300,3,0.405714285714286,1,1,3500,16,0,1,"3",1,61,42000,120,0,1,8,8,3,6,1,1,1,2,4,0.5,4,0,0,0,1,1,0,0,0,514.56873548
1100,3,0.430588235294118,1,0,2833.33333333333,14,1,0,"2",1,23,34000,120,0,3,8,8,3,6,1,1,1,2,5,0.4,4,1,0,0,1,1,0,0,0,347.83893981
1000,10,0.395252225519288,1,1,2808.33333333333,11,0,0,"3",1,40,33700,110,1,6,-9,-9,3,9,1,1,1,1,5,0.2,4,-1,0,0,-1,-1,-1,0,0,810.07415967
640,3,0.2082,0,1,3333.33333333333,7,0,1,"4",0,47,40000,54,0,1,10,10,3,7,1,1,1,2,4,0.5,2,0,0,0,1,0,0,0,0,385.01636915
1200,3,0.096695652173913,0,0,14375,15,0,0,"2",1,32,172500,190,0,3,9,9,3,3,1,1,1,2,5,0.4,5,0,0,0,1,0,0,0,0,408.8709477
1200,3,0.292,0,0,5000,10,1,1,"2",0,35,60000,260,1,1,9,9,3,2,4,1,1,5,7,0.714285714285714,7,0,0,0,1,0,0,0,0,369.39010484
930,3,0.118857142857143,0,0,8750,10,0,1,"2",0,22,105000,110,0,1,8,7,3,7,1,1,1,2,4,0.5,3,0,0,0,1,0,0,0,0,408.0365172
850,3,0.118153846153846,0,1,8125,15,0,0,"3",1,32,97500,110,0,3,8,6,3,7,1,1,1,2,5,0.4,4,0,0,0,0,0,0,0,0,514.25545163
600,10,0.2896,0,0,2500,9,0,0,"2",0,43,30000,124,0,4,7,7,3,3,2,1,1,1,4,0.25,3,0,0,0,1,1,0,0,0,613.55128988
690,10,0.176086956521739,0,0,4600,15,0,0,"2",1,56,55200,120,0,6,8,8,3,6,1,1,1,1,3,0.333333333333333,2,0,0,0,1,0,0,0,0,661.63854772
1000,3,0.327777777777778,1,0,3600,14,1,1,"2",0,25,43200,180,0,4,6,7,3,7,1,1,1,1,4,0.25,-1,0,0,0,-1,0,0,0,0,368.41181141
880,3,0.147,0,0,6666.66666666667,10,0,1,"2",1,30,80000,100,1,1,7,7,3,6,1,1,1,3,4,0.75,3,0,0,0,1,0,0,0,0,407.78809314
1100,3,0.508,1,1,2500,12,0,0,"3",1,31,30000,170,0,3,6,9,3,5,1,1,1,4,6,0.666666666666667,-1,1,1,0,1,1,1,0,0,485.53837185
1500,3,0.119289940828402,0,0,14083.3333333333,16,0,0,"2",1,38,169000,180,0,7,8,8,3,2,3,1,1,3,8,0.375,6,0,0,0,1,1,0,0,0,381.36746378
150,10,0.0971830985915493,0,0,2366.66666666667,15,1,0,"2",0,79,28400,80,0,5,-9,-9,3,7,1,1,1,2,4,0.5,-1,0,-1,0,-1,-1,-1,-1,-1,748.57740828
1000,3,0.741573033707865,1,0,1483.33333333333,15,0,1,"2",0,68,17800,100,0,1,10,10,3,6,1,1,1,2,4,0.5,4,0,0,0,1,0,0,0,0,343.59103974
